movieId,title,genres,tags
784,"Cable Guy, The (1996)",Comedy|Thriller,"Cable, Guy, Funny, Lighthearted, Satire"
785,Kingpin (1996),Comedy,"Kingpin, Funny, Lighthearted, Satire"
786,Eraser (1996),Action|Drama|Thriller,"Eraser, Fast-Paced, Exciting, Adrenaline, Emotional"
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,"Nutty, Professor, Funny, Lighthearted, Satire"
790,"Unforgettable Summer, An (Un été inoubliable) (1994)",Drama,"Unforgettable, Summer, Un, Été, Inoubliable, Emotional"
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",Documentary,"Last, Klezmer, Leopold, Kozlowski, His, Informative"
795,Somebody to Love (1994),Drama,"Somebody, Love, Emotional, Serious, Thought-Provoking"
798,Daylight (1996),Action|Adventure|Drama|Thriller,"Daylight, Fast-Paced, Exciting, Adrenaline, Epic"
799,"Frighteners, The (1996)",Comedy|Horror|Thriller,"Frighteners, Funny, Lighthearted, Satire, Scary"
800,Lone Star (1996),Drama|Mystery|Western,"Lone, Star, Emotional, Serious, Thought-Provoking"
801,Harriet the Spy (1996),Children|Comedy,"Harriet, Spy, Family-Friendly, Educational, Wholesome"
802,Phenomenon (1996),Drama|Romance,"Phenomenon, Emotional, Serious, Thought-Provoking, Romantic"
803,Walking and Talking (1996),Comedy|Drama|Romance,"Walking, Talking, Funny, Lighthearted, Satire"
804,She's the One (1996),Comedy|Romance,"She, S, One, Funny, Lighthearted"
805,"Time to Kill, A (1996)",Drama|Thriller,"Time, Kill, Emotional, Serious, Thought-Provoking"
806,American Buffalo (1996),Crime|Drama,"American, Buffalo, Thriller, Suspense, Noir"
808,Alaska (1996),Adventure|Children,"Alaska, Epic, Action-Packed, Exciting, Family-Friendly"
809,Fled (1996),Action|Adventure,"Fled, Fast-Paced, Exciting, Adrenaline, Epic"
810,Kazaam (1996),Children|Comedy|Fantasy,"Kazaam, Family-Friendly, Educational, Wholesome, Funny"
813,Larger Than Life (1996),Comedy,"Larger, Than, Life, Funny, Lighthearted"
818,"Very Brady Sequel, A (1996)",Comedy,"Very, Brady, Sequel, Funny, Lighthearted"
823,"Collector, The (La collectionneuse) (1967)",Drama,"Collector, La, Collectionneuse, Emotional, Serious"
824,Kaspar Hauser (1993),Drama|Mystery,"Kaspar, Hauser, Emotional, Serious, Thought-Provoking"
828,"Adventures of Pinocchio, The (1996)",Adventure|Children,"Adventures, Pinocchio, Epic, Action-Packed, Exciting"
829,Joe's Apartment (1996),Comedy|Fantasy|Musical,"Joe, S, Apartment, Funny, Lighthearted"
830,"First Wives Club, The (1996)",Comedy,"First, Wives, Club, Funny, Lighthearted"
832,Ransom (1996),Crime|Thriller,"Ransom, Suspense, Noir, Suspenseful, Tense"
833,High School High (1996),Comedy,"High, School, Funny, Lighthearted, Satire"
835,Foxfire (1996),Drama,"Foxfire, Emotional, Serious, Thought-Provoking"
836,Chain Reaction (1996),Action|Adventure|Thriller,"Chain, Reaction, Fast-Paced, Exciting, Adrenaline"
837,Matilda (1996),Children|Comedy|Fantasy,"Matilda, Family-Friendly, Educational, Wholesome, Funny"
838,Emma (1996),Comedy|Drama|Romance,"Emma, Funny, Lighthearted, Satire, Emotional"
839,"Crow: City of Angels, The (1996)",Action|Thriller,"Crow, City, Angels, Fast-Paced, Exciting"
840,House Arrest (1996),Children|Comedy,"House, Arrest, Family-Friendly, Educational, Wholesome"
841,"Eyes Without a Face (Yeux sans visage, Les) (1959)",Horror,"Eyes, Without, Face, Yeux, Sans, Scary"
842,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror,"Tales, Crypt, Presents, Bordello, Blood, Funny"
848,"Spitfire Grill, The (1996)",Drama,"Spitfire, Grill, Emotional, Serious, Thought-Provoking"
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,"Escape, L, Fast-Paced, Exciting, Adrenaline"
851,Basquiat (1996),Drama,"Basquiat, Emotional, Serious, Thought-Provoking"
852,Tin Cup (1996),Comedy|Drama|Romance,"Tin, Cup, Funny, Lighthearted, Satire"
858,"Godfather, The (1972)",Crime|Drama,"Godfather, Thriller, Suspense, Noir, Emotional"
861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),Action|Comedy|Crime|Thriller,"Supercop, Police, Story, 3, Jing, Fast-Paced"
866,Bound (1996),Crime|Drama|Romance|Thriller,"Bound, Suspense, Noir, Emotional, Serious"
867,Carpool (1996),Comedy|Crime,"Carpool, Funny, Lighthearted, Satire, Thriller"
869,Kansas City (1996),Crime|Drama|Musical|Thriller,"Kansas, City, Suspense, Noir, Emotional"
870,Gone Fishin' (1997),Comedy,"Gone, Fishin, Funny, Lighthearted, Satire"
875,Nothing to Lose (1994),Action|Crime|Drama,"Nothing, Lose, Fast-Paced, Exciting, Adrenaline"
876,Supercop 2 (Project S) (Chao ji ji hua) (1993),Action|Comedy|Crime|Thriller,"Supercop, 2, Project, S, Chao, Fast-Paced"
879,"Relic, The (1997)",Horror|Thriller,"Relic, Scary, Dark, Supernatural, Suspenseful"
880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,"Island, Dr, Moreau, Futuristic, Technological"
881,First Kid (1996),Children|Comedy,"First, Kid, Family-Friendly, Educational, Wholesome"
882,"Trigger Effect, The (1996)",Drama|Thriller,"Trigger, Effect, Emotional, Serious, Thought-Provoking"
885,Bogus (1996),Children|Drama|Fantasy,"Bogus, Family-Friendly, Educational, Wholesome, Emotional"
886,Bulletproof (1996),Action|Comedy|Crime,"Bulletproof, Fast-Paced, Exciting, Adrenaline, Funny"
888,Land Before Time III: The Time of the Great Giving (1995),Adventure|Animation|Children|Musical,"Land, Before, Time, Great, Giving, Epic"
889,1-900 (06) (1994),Drama|Romance,"1, 900, 06, Emotional, Serious"
891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Horror|Thriller,"Halloween, Curse, Michael, Myers, 6, Scary"
892,Twelfth Night (1996),Comedy|Drama|Romance,"Twelfth, Night, Funny, Lighthearted, Satire"
893,Mother Night (1996),Drama,"Mother, Night, Emotional, Serious, Thought-Provoking"
896,Wild Reeds (Les roseaux sauvages) (1994),Drama,"Wild, Reeds, Les, Roseaux, Sauvages, Emotional"
897,For Whom the Bell Tolls (1943),Adventure|Drama|Romance|War,"Whom, Bell, Tolls, Epic, Action-Packed"
898,"Philadelphia Story, The (1940)",Comedy|Drama|Romance,"Philadelphia, Story, Funny, Lighthearted, Satire"
899,Singin' in the Rain (1952),Comedy|Musical|Romance,"Singin, Rain, Funny, Lighthearted, Satire"
900,"American in Paris, An (1951)",Musical|Romance,"American, Paris, Rhythmic, Songs, Romantic"
901,Funny Face (1957),Comedy|Musical,"Face, Funny, Lighthearted, Satire, Rhythmic"
902,Breakfast at Tiffany's (1961),Drama|Romance,"Breakfast, Tiffany, S, Emotional, Serious"
903,Vertigo (1958),Drama|Mystery|Romance|Thriller,"Vertigo, Emotional, Serious, Thought-Provoking, Intriguing"
904,Rear Window (1954),Mystery|Thriller,"Rear, Window, Intriguing, Puzzling, Suspense"
905,It Happened One Night (1934),Comedy|Romance,"It, Happened, One, Night, Funny"
906,Gaslight (1944),Drama|Thriller,"Gaslight, Emotional, Serious, Thought-Provoking, Suspenseful"
907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,"Gay, Divorcee, Funny, Lighthearted, Satire"
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,"North, Northwest, Fast-Paced, Exciting, Adrenaline"
909,"Apartment, The (1960)",Comedy|Drama|Romance,"Apartment, Funny, Lighthearted, Satire, Emotional"
910,Some Like It Hot (1959),Comedy|Crime,"Some, Like, It, Hot, Funny"
911,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller,"Charade, Funny, Lighthearted, Satire, Suspense"
912,Casablanca (1942),Drama|Romance,"Casablanca, Emotional, Serious, Thought-Provoking, Romantic"
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,"Maltese, Falcon, Intriguing, Puzzling, Suspense"
914,My Fair Lady (1964),Comedy|Drama|Musical|Romance,"My, Fair, Lady, Funny, Lighthearted"
915,Sabrina (1954),Comedy|Romance,"Sabrina, Funny, Lighthearted, Satire, Romantic"
916,Roman Holiday (1953),Comedy|Drama|Romance,"Roman, Holiday, Funny, Lighthearted, Satire"
917,"Little Princess, The (1939)",Children|Drama,"Little, Princess, Family-Friendly, Educational, Wholesome"
918,Meet Me in St. Louis (1944),Musical,"Meet, Me, St, Louis, Rhythmic"
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,"Wizard, Oz, Epic, Action-Packed, Exciting"
920,Gone with the Wind (1939),Drama|Romance|War,"Gone, Wind, Emotional, Serious, Thought-Provoking"
921,My Favorite Year (1982),Comedy,"My, Favorite, Year, Funny, Lighthearted"
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance,"Sunset, Blvd, K, Boulevard, Emotional"
923,Citizen Kane (1941),Drama|Mystery,"Citizen, Kane, Emotional, Serious, Thought-Provoking"
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,"2001, Space, Odyssey, Epic, Action-Packed"
926,All About Eve (1950),Drama,"All, About, Eve, Emotional, Serious"
927,"Women, The (1939)",Comedy,"Women, Funny, Lighthearted, Satire"
928,Rebecca (1940),Drama|Mystery|Romance|Thriller,"Rebecca, Emotional, Serious, Thought-Provoking, Intriguing"
929,Foreign Correspondent (1940),Drama|Film-Noir|Mystery|Thriller,"Foreign, Correspondent, Emotional, Serious, Thought-Provoking"
930,Notorious (1946),Film-Noir|Romance|Thriller,"Notorious, Romantic, Heartwarming, Love Story, Suspenseful"
931,Spellbound (1945),Mystery|Romance|Thriller,"Spellbound, Intriguing, Puzzling, Suspense, Romantic"
932,"Affair to Remember, An (1957)",Drama|Romance,"Affair, Remember, Emotional, Serious, Thought-Provoking"
933,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller,"Catch, Thief, Suspense, Noir, Intriguing"
934,Father of the Bride (1950),Comedy,"Father, Bride, Funny, Lighthearted, Satire"
935,"Band Wagon, The (1953)",Comedy|Musical,"Band, Wagon, Funny, Lighthearted, Satire"
936,Ninotchka (1939),Comedy|Romance,"Ninotchka, Funny, Lighthearted, Satire, Romantic"
937,Love in the Afternoon (1957),Comedy|Romance,"Love, Afternoon, Funny, Lighthearted, Satire"
938,Gigi (1958),Musical,"Gigi, Rhythmic, Songs"
940,"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance,"Adventures, Robin, Hood, Fast-Paced, Exciting"
941,"Mark of Zorro, The (1940)",Adventure,"Mark, Zorro, Epic, Action-Packed, Exciting"
942,Laura (1944),Crime|Film-Noir|Mystery,"Laura, Thriller, Suspense, Noir, Intriguing"
943,"Ghost and Mrs. Muir, The (1947)",Drama|Fantasy|Romance,"Ghost, Mrs, Muir, Emotional, Serious"
944,Lost Horizon (1937),Drama,"Lost, Horizon, Emotional, Serious, Thought-Provoking"
945,Top Hat (1935),Comedy|Musical|Romance,"Top, Hat, Funny, Lighthearted, Satire"
946,To Be or Not to Be (1942),Comedy|Drama|War,"Be, Or, Not, Funny, Lighthearted"
947,My Man Godfrey (1936),Comedy|Romance,"My, Man, Godfrey, Funny, Lighthearted"
948,Giant (1956),Drama|Romance|Western,"Giant, Emotional, Serious, Thought-Provoking, Romantic"
949,East of Eden (1955),Drama,"East, Eden, Emotional, Serious, Thought-Provoking"
950,"Thin Man, The (1934)",Comedy|Crime,"Thin, Man, Funny, Lighthearted, Satire"
951,His Girl Friday (1940),Comedy|Romance,"His, Girl, Friday, Funny, Lighthearted"
952,Around the World in 80 Days (1956),Adventure|Comedy,"Around, World, 80, Days, Epic"
953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,"It, S, Wonderful, Life, Family-Friendly"
954,Mr. Smith Goes to Washington (1939),Drama,"Mr, Smith, Goes, Washington, Emotional"
955,Bringing Up Baby (1938),Comedy|Romance,"Bringing, Up, Baby, Funny, Lighthearted"
956,Penny Serenade (1941),Drama|Romance,"Penny, Serenade, Emotional, Serious, Thought-Provoking"
959,Of Human Bondage (1934),Drama,"Human, Bondage, Emotional, Serious, Thought-Provoking"
961,Little Lord Fauntleroy (1936),Drama,"Little, Lord, Fauntleroy, Emotional, Serious"
963,"Inspector General, The (1949)",Musical,"Inspector, General, Rhythmic, Songs"
965,"39 Steps, The (1935)",Drama|Mystery|Thriller,"39, Steps, Emotional, Serious, Thought-Provoking"
968,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller,"Night, Living, Dead, Scary, Dark"
969,"African Queen, The (1951)",Adventure|Comedy|Romance|War,"African, Queen, Epic, Action-Packed, Exciting"
970,Beat the Devil (1953),Adventure|Comedy|Crime|Drama|Romance,"Beat, Devil, Epic, Action-Packed, Exciting"
971,Cat on a Hot Tin Roof (1958),Drama,"Cat, Hot, Tin, Roof, Emotional"
973,Meet John Doe (1941),Comedy|Drama,"Meet, John, Doe, Funny, Lighthearted"
976,"Farewell to Arms, A (1932)",Romance|War,"Farewell, Arms, Romantic, Heartwarming, Love Story"
979,Nothing Personal (1995),Drama|War,"Nothing, Personal, Emotional, Serious, Thought-Provoking"
981,Dangerous Ground (1997),Drama,"Dangerous, Ground, Emotional, Serious, Thought-Provoking"
982,Picnic (1955),Drama,"Picnic, Emotional, Serious, Thought-Provoking"
984,"Pompatus of Love, The (1996)",Comedy|Drama,"Pompatus, Love, Funny, Lighthearted, Satire"
986,Fly Away Home (1996),Adventure|Children,"Fly, Away, Home, Epic, Action-Packed"
987,Bliss (1997),Drama|Romance,"Bliss, Emotional, Serious, Thought-Provoking, Romantic"
988,Grace of My Heart (1996),Comedy|Drama,"Grace, My, Heart, Funny, Lighthearted"
990,Maximum Risk (1996),Action|Adventure|Thriller,"Maximum, Risk, Fast-Paced, Exciting, Adrenaline"
991,Michael Collins (1996),Drama,"Michael, Collins, Emotional, Serious, Thought-Provoking"
993,Infinity (1996),Drama,"Infinity, Emotional, Serious, Thought-Provoking"
994,Big Night (1996),Comedy|Drama,"Big, Night, Funny, Lighthearted, Satire"
996,Last Man Standing (1996),Action|Crime|Drama|Thriller,"Last, Man, Standing, Fast-Paced, Exciting"
998,Set It Off (1996),Action|Crime,"Set, It, Off, Fast-Paced, Exciting"
999,2 Days in the Valley (1996),Crime|Film-Noir,"2, Days, Valley, Thriller, Suspense"
1003,Extreme Measures (1996),Drama|Thriller,"Extreme, Measures, Emotional, Serious, Thought-Provoking"
1004,"Glimmer Man, The (1996)",Action|Thriller,"Glimmer, Man, Fast-Paced, Exciting, Adrenaline"
1005,D3: The Mighty Ducks (1996),Children|Comedy,"D3, Mighty, Ducks, Family-Friendly, Educational"
1006,"Chamber, The (1996)",Drama,"Chamber, Emotional, Serious, Thought-Provoking"
1007,"Apple Dumpling Gang, The (1975)",Children|Comedy|Western,"Apple, Dumpling, Gang, Family-Friendly, Educational"
1008,"Davy Crockett, King of the Wild Frontier (1955)",Adventure|Western,"Davy, Crockett, King, Wild, Frontier, Epic"
1009,Escape to Witch Mountain (1975),Adventure|Children|Fantasy,"Escape, Witch, Mountain, Epic, Action-Packed"
1010,"Love Bug, The (1969)",Children|Comedy,"Love, Bug, Family-Friendly, Educational, Wholesome"
1011,Herbie Rides Again (1974),Children|Comedy|Fantasy|Romance,"Herbie, Rides, Again, Family-Friendly, Educational"
1012,Old Yeller (1957),Children|Drama,"Old, Yeller, Family-Friendly, Educational, Wholesome"
1013,"Parent Trap, The (1961)",Children|Comedy|Romance,"Parent, Trap, Family-Friendly, Educational, Wholesome"
1014,Pollyanna (1960),Children|Comedy|Drama,"Pollyanna, Family-Friendly, Educational, Wholesome, Funny"
1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama,"Homeward, Bound, Incredible, Journey, Epic"
1016,"Shaggy Dog, The (1959)",Children|Comedy,"Shaggy, Dog, Family-Friendly, Educational, Wholesome"
1017,Swiss Family Robinson (1960),Adventure|Children,"Swiss, Family, Robinson, Epic, Action-Packed"
1018,That Darn Cat! (1965),Children|Comedy|Mystery,"That, Darn, Cat, Family-Friendly, Educational"
1019,"20,000 Leagues Under the Sea (1954)",Adventure|Drama|Sci-Fi,"20, 000, Leagues, Under, Sea, Epic"
1020,Cool Runnings (1993),Comedy,"Cool, Runnings, Funny, Lighthearted, Satire"
1021,Angels in the Outfield (1994),Children|Comedy,"Angels, Outfield, Family-Friendly, Educational, Wholesome"
1022,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,"Cinderella, Family-Friendly, Colorful, Fun, Educational"
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children|Musical,"Winnie, Pooh, Blustery, Day, Family-Friendly"
1024,"Three Caballeros, The (1945)",Animation|Children|Musical,"Three, Caballeros, Family-Friendly, Colorful, Fun"
1025,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical,"Sword, Stone, Family-Friendly, Colorful, Fun"
1027,Robin Hood: Prince of Thieves (1991),Adventure|Drama,"Robin, Hood, Prince, Thieves, Epic"
1028,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,"Mary, Poppins, Family-Friendly, Educational, Wholesome"
1029,Dumbo (1941),Animation|Children|Drama|Musical,"Dumbo, Family-Friendly, Colorful, Fun, Educational"
1030,Pete's Dragon (1977),Adventure|Animation|Children|Musical,"Pete, S, Dragon, Epic, Action-Packed"
1031,Bedknobs and Broomsticks (1971),Adventure|Children|Musical,"Bedknobs, Broomsticks, Epic, Action-Packed, Exciting"
1032,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,"Alice, Wonderland, Epic, Action-Packed, Exciting"
1033,"Fox and the Hound, The (1981)",Animation|Children|Drama,"Fox, Hound, Family-Friendly, Colorful, Fun"
1034,Freeway (1996),Comedy|Crime|Drama|Thriller,"Freeway, Funny, Lighthearted, Satire, Suspense"
1035,"Sound of Music, The (1965)",Musical|Romance,"Sound, Music, Rhythmic, Songs, Romantic"
1036,Die Hard (1988),Action|Crime|Thriller,"Die, Hard, Fast-Paced, Exciting, Adrenaline"
1037,"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller,"Lawnmower, Man, Fast-Paced, Exciting, Adrenaline"
1040,"Secret Agent, The (1996)",Drama,"Secret, Agent, Emotional, Serious, Thought-Provoking"
1041,Secrets & Lies (1996),Drama,"Secrets, Lies, Emotional, Serious, Thought-Provoking"
1042,That Thing You Do! (1996),Comedy|Drama,"That, Thing, You, Do, Funny"
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,"Gillian, Her, 37th, Birthday, Emotional"
1046,Beautiful Thing (1996),Drama|Romance,"Beautiful, Thing, Emotional, Serious, Thought-Provoking"
1047,"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller,"Long, Kiss, Goodnight, Fast-Paced, Exciting"
1049,"Ghost and the Darkness, The (1996)",Action|Adventure,"Ghost, Darkness, Fast-Paced, Exciting, Adrenaline"
1050,Looking for Richard (1996),Documentary|Drama,"Looking, Richard, Informative, Real-Life, Educational"
1051,Trees Lounge (1996),Drama,"Trees, Lounge, Emotional, Serious, Thought-Provoking"
1053,Normal Life (1996),Crime|Drama|Romance,"Normal, Life, Thriller, Suspense, Noir"
1054,Get on the Bus (1996),Drama,"Get, Bus, Emotional, Serious, Thought-Provoking"
1055,Shadow Conspiracy (1997),Thriller,"Shadow, Conspiracy, Suspenseful, Tense, Edge-of-Seat"
1056,Jude (1996),Drama,"Jude, Emotional, Serious, Thought-Provoking"
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,"Everyone, Says, I, Love, You, Funny"
1059,William Shakespeare's Romeo + Juliet (1996),Drama|Romance,"William, Shakespeare, S, Romeo, Juliet, Emotional"
1060,Swingers (1996),Comedy|Drama,"Swingers, Funny, Lighthearted, Satire, Emotional"
1061,Sleepers (1996),Thriller,"Sleepers, Suspenseful, Tense, Edge-of-Seat"
1064,Aladdin and the King of Thieves (1996),Animation|Children|Comedy|Fantasy|Musical|Romance,"Aladdin, King, Thieves, Family-Friendly, Colorful"
1066,Shall We Dance (1937),Comedy|Musical|Romance,"Shall, We, Dance, Funny, Lighthearted"
1068,Crossfire (1947),Crime|Film-Noir,"Crossfire, Thriller, Suspense, Noir"
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,"Willy, Wonka, Chocolate, Factory, Family-Friendly"
1076,"Innocents, The (1961)",Drama|Horror|Thriller,"Innocents, Emotional, Serious, Thought-Provoking, Scary"
1077,Sleeper (1973),Comedy|Sci-Fi,"Sleeper, Funny, Lighthearted, Satire, Futuristic"
1078,Bananas (1971),Comedy|War,"Bananas, Funny, Lighthearted, Satire, Intense"
1079,"Fish Called Wanda, A (1988)",Comedy|Crime,"Fish, Called, Wanda, Funny, Lighthearted"
1080,Monty Python's Life of Brian (1979),Comedy,"Monty, Python, S, Life, Brian, Funny"
1081,Victor/Victoria (1982),Comedy|Musical|Romance,"Victor, Victoria, Funny, Lighthearted, Satire"
1082,"Candidate, The (1972)",Drama,"Candidate, Emotional, Serious, Thought-Provoking"
1083,"Great Race, The (1965)",Comedy|Musical,"Great, Race, Funny, Lighthearted, Satire"
1084,Bonnie and Clyde (1967),Crime|Drama,"Bonnie, Clyde, Thriller, Suspense, Noir"
1085,"Old Man and the Sea, The (1958)",Adventure|Drama,"Old, Man, Sea, Epic, Action-Packed"
1086,Dial M for Murder (1954),Crime|Mystery|Thriller,"Dial, M, Murder, Suspense, Noir"
1088,Dirty Dancing (1987),Drama|Musical|Romance,"Dirty, Dancing, Emotional, Serious, Thought-Provoking"
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,"Reservoir, Dogs, Suspense, Noir, Intriguing"
1090,Platoon (1986),Drama|War,"Platoon, Emotional, Serious, Thought-Provoking, Intense"
1091,Weekend at Bernie's (1989),Comedy,"Weekend, Bernie, S, Funny, Lighthearted"
1092,Basic Instinct (1992),Crime|Mystery|Thriller,"Basic, Instinct, Suspense, Noir, Intriguing"
1093,"Doors, The (1991)",Drama,"Doors, Emotional, Serious, Thought-Provoking"
1094,"Crying Game, The (1992)",Drama|Romance|Thriller,"Crying, Game, Emotional, Serious, Thought-Provoking"
1095,Glengarry Glen Ross (1992),Drama,"Glengarry, Glen, Ross, Emotional, Serious"
1096,Sophie's Choice (1982),Drama,"Sophie, S, Choice, Emotional, Serious"
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,"E, T, Extra, Terrestrial, Family-Friendly"
1099,"Christmas Carol, A (1938)",Children|Drama|Fantasy,"Christmas, Carol, Family-Friendly, Educational, Wholesome"
1100,Days of Thunder (1990),Action|Drama|Romance,"Days, Thunder, Fast-Paced, Exciting, Adrenaline"
1101,Top Gun (1986),Action|Romance,"Top, Gun, Fast-Paced, Exciting, Adrenaline"
1103,Rebel Without a Cause (1955),Drama,"Rebel, Without, Cause, Emotional, Serious"
1104,"Streetcar Named Desire, A (1951)",Drama,"Streetcar, Named, Desire, Emotional, Serious"
1105,Children of the Corn IV: The Gathering (1996),Horror,"Children, Corn, Gathering, Scary, Dark"
1107,Loser (1991),Comedy,"Loser, Funny, Lighthearted, Satire"
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,"Microcosmos, Le, Peuple, De, L, Informative"
1112,Palookaville (1996),Action|Comedy|Drama,"Palookaville, Fast-Paced, Exciting, Adrenaline, Funny"
1114,"Funeral, The (1996)",Crime|Drama,"Funeral, Thriller, Suspense, Noir, Emotional"
1116,"Single Girl, A (Fille seule, La) (1995)",Drama,"Single, Girl, Fille, Seule, La, Emotional"
1117,"Eighth Day, The (Huitième jour, Le) (1996)",Drama,"Eighth, Day, Huitième, Jour, Le, Emotional"
1119,Drunks (1995),Drama,"Drunks, Emotional, Serious, Thought-Provoking"
1120,"People vs. Larry Flynt, The (1996)",Comedy|Drama,"People, Vs, Larry, Flynt, Funny"
1121,Glory Daze (1995),Drama,"Glory, Daze, Emotional, Serious, Thought-Provoking"
1123,"Perfect Candidate, A (1996)",Documentary,"Perfect, Candidate, Informative, Real-Life, Educational"
1124,On Golden Pond (1981),Drama,"Golden, Pond, Emotional, Serious, Thought-Provoking"
1125,"Return of the Pink Panther, The (1975)",Comedy|Crime,"Return, Pink, Panther, Funny, Lighthearted"
1126,Drop Dead Fred (1991),Comedy|Fantasy,"Drop, Dead, Fred, Funny, Lighthearted"
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,"Abyss, Fast-Paced, Exciting, Adrenaline, Epic"
1128,"Fog, The (1980)",Horror,"Fog, Scary, Dark, Supernatural"
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,"Escape, New, York, Fast-Paced, Exciting"
1130,"Howling, The (1980)",Horror|Mystery,"Howling, Scary, Dark, Supernatural, Intriguing"
1131,Jean de Florette (1986),Drama|Mystery,"Jean, De, Florette, Emotional, Serious"
1132,Manon of the Spring (Manon des sources) (1986),Drama,"Manon, Spring, Des, Sources, Emotional"
1135,Private Benjamin (1980),Comedy,"Private, Benjamin, Funny, Lighthearted, Satire"
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,"Monty, Python, Holy, Grail, Epic"
1137,Hustler White (1996),Romance,"Hustler, White, Romantic, Heartwarming, Love Story"
1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,"Entertaining, Angels, Dorothy, Day, Story, Emotional"
1144,"Line King: The Al Hirschfeld Story, The (1996)",Documentary,"Line, King, Al, Hirschfeld, Story, Informative"
1147,When We Were Kings (1996),Documentary,"When, We, Were, Kings, Informative"
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,"Wallace, Gromit, Wrong, Trousers, Family-Friendly"
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,"Return, Martin, Guerre, Retour, De, Emotional"
1151,Lesson Faust (1994),Animation|Comedy|Drama|Fantasy,"Lesson, Faust, Family-Friendly, Colorful, Fun"
1156,"Children Are Watching Us, The (Bambini ci guardano, I) (1944)",Drama,"Children, Are, Watching, Us, Bambini, Emotional"
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama|War,"Tin, Drum, Blechtrommel, Die, Emotional"
1162,"Ruling Class, The (1972)",Comedy|Drama,"Ruling, Class, Funny, Lighthearted, Satire"
1163,Mina Tannenbaum (1994),Drama,"Mina, Tannenbaum, Emotional, Serious, Thought-Provoking"
1167,Dear God (1996),Comedy,"Dear, God, Funny, Lighthearted, Satire"
1170,Best of the Best 3: No Turning Back (1995),Action,"Best, 3, No, Turning, Back, Fast-Paced"
1171,Bob Roberts (1992),Comedy,"Bob, Roberts, Funny, Lighthearted, Satire"
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,"Cinema, Paradiso, Nuovo, Emotional, Serious"
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama,"Cook, Thief, His, Wife, Her, Funny"
1175,Delicatessen (1991),Comedy|Drama|Romance,"Delicatessen, Funny, Lighthearted, Satire, Emotional"
1176,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",Drama|Fantasy|Romance,"Double, Life, Veronique, Vie, De, Emotional"
1177,Enchanted April (1992),Drama|Romance,"Enchanted, April, Emotional, Serious, Thought-Provoking"
1178,Paths of Glory (1957),Drama|War,"Paths, Glory, Emotional, Serious, Thought-Provoking"
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,"Grifters, Thriller, Suspense, Noir, Emotional"
1180,Hear My Song (1991),Comedy,"Hear, My, Song, Funny, Lighthearted"
1183,"English Patient, The (1996)",Drama|Romance|War,"English, Patient, Emotional, Serious, Thought-Provoking"
